ticker,valuation_score_A,quality_score_A,growth_score_A,sentiment_score_A,potential_score_A,valuation_score_B,quality_score_B,growth_score_B,sentiment_score_B,potential_score_B
MGEE,23.61,95.56,26.83,55.1,45.89,27.18,95.56,26.83,55.1,47.0
MGLN,56.1,59.94,,46.77,53.44,64.17,63.28,,46.77,57.24
MGM,77.68,64.09,64.92,8.47,51.09,79.88,65.78,70.17,8.47,53.68
MGNI,48.9,65.34,32.58,82.12,43.63,51.63,65.51,32.13,82.12,43.75
MGP,55.09,71.85,,34.69,57.29,55.4,68.58,,34.69,56.22
MGPI,54.2,73.26,45.83,1.85,38.66,54.42,73.26,47.6,1.85,39.05
MGRC,,,,,,,,,,
MGTX,11.13,7.44,68.31,49.22,40.37,9.28,70.97,67.83,49.22,49.45
MGY,41.76,80.0,52.29,59.99,53.72,47.14,80.39,63.19,59.99,57.62
MHK,66.13,23.42,37.56,51.35,41.33,70.36,14.41,36.13,51.35,39.9
MHO,,,,,,,,,,
MIDD,56.5,59.5,89.11,69.03,67.55,55.95,61.9,88.12,69.03,67.71
MIK,79.16,80.0,,48.03,67.39,85.63,80.0,,48.03,69.39
MIR,7.5,16.75,82.64,95.58,46.47,7.16,17.04,80.84,95.58,45.92
MIRM,16.54,32.23,83.1,42.85,54.18,14.31,38.71,81.82,42.85,54.28
MITK,79.61,80.97,35.29,26.64,37.79,78.74,82.93,34.39,26.64,37.61
MKC,100.0,60.12,50.52,77.78,73.04,100.0,59.5,48.34,77.78,72.45
MKSI,61.94,61.1,53.42,5.8,44.53,63.65,58.72,27.85,5.8,36.7
MKTX,56.25,95.87,,29.73,61.12,55.57,95.87,,29.73,60.9
ML,10.74,15.66,,63.32,22.2,10.6,16.34,,63.32,22.43
MLAB,38.41,44.89,59.89,52.17,40.33,41.41,45.84,70.97,52.17,44.65
MLI,87.66,70.89,91.09,89.38,82.53,86.35,70.59,91.09,89.38,82.13
MLKN,32.26,26.58,63.55,16.22,27.86,32.43,25.68,59.71,16.22,26.39
MLM,15.38,61.62,60.12,71.21,49.13,14.78,67.68,47.62,71.21,47.23
MLNK,41.98,62.24,22.62,16.97,22.53,44.78,64.44,21.27,16.97,22.6
MLR,69.16,61.21,88.98,25.86,53.46,73.45,68.97,88.51,25.86,55.71
MLTX,8.36,63.67,,43.52,36.24,7.84,64.78,,43.52,36.51
MLYS,9.95,59.24,,49.91,36.36,9.43,59.69,,49.91,36.42
MMI,,,,,,,,,,
MMM,40.41,65.24,10.66,92.04,46.91,40.2,75.76,4.48,92.04,47.63
MMP,44.44,71.05,90.0,28.29,53.01,44.44,71.05,86.67,28.29,52.4
MMS,57.91,48.56,60.47,18.87,45.59,59.04,49.3,59.33,18.87,45.72
MMSI,37.79,48.25,,71.67,50.78,38.7,50.12,,71.67,51.57
MNDT,31.99,38.5,,44.98,39.36,32.01,40.82,,44.98,40.27
MNDY,15.42,93.53,95.93,77.01,79.46,14.51,93.21,93.67,77.01,78.15
MNKD,43.96,28.93,79.58,51.96,53.49,42.54,41.29,78.32,51.96,54.55
MNRL,37.88,28.0,,62.58,43.4,37.88,33.33,,62.58,44.77
MNRO,36.69,34.91,17.72,18.97,16.43,50.91,42.24,18.68,18.97,21.11
MNST,,,,,,,,,,
MNTV,1.26,71.06,53.39,44.98,49.1,1.13,70.43,52.49,44.98,48.51
MO,,,,,,,,,,
MOD,16.31,76.72,69.26,24.14,44.24,18.36,66.38,81.73,24.14,46.9
MODG,26.0,47.19,12.7,3.39,12.27,33.04,22.34,19.36,3.39,11.04
MODN,17.74,13.37,81.4,33.96,33.33,17.69,12.69,83.72,33.96,33.85
MOG-A,63.89,52.73,50.0,36.84,48.1,63.98,52.28,46.88,36.84,47.07
MOH,78.95,26.67,78.68,61.29,64.24,92.5,36.67,68.75,61.29,65.71
MOMO,60.76,86.4,,79.41,67.19,64.06,86.4,,79.41,68.25
MORF,8.75,46.92,2.82,30.7,10.36,8.28,3.87,2.8,30.7,3.89
MORN,46.75,36.14,46.9,21.62,37.38,41.36,36.14,52.06,21.62,38.08
MOS,,,,,,,,,,
MOV,91.79,76.72,95.52,19.74,61.84,84.98,72.28,42.6,19.74,41.32
MP,0.0,8.33,5.75,93.55,24.97,0.0,8.33,5.75,93.55,24.97
MPC,,,,,,,,,,
MPLN,28.92,48.32,4.07,99.27,23.16,33.16,38.46,4.52,99.27,21.98
MPLX,51.85,68.42,47.25,80.26,60.64,50.13,68.42,61.11,80.26,62.56
MPW,62.24,44.5,,68.71,49.8,62.38,43.62,,68.71,49.53
MPWR,54.8,78.93,84.21,68.12,71.28,45.17,79.04,83.59,68.12,69.14
MQ,11.55,11.81,1.81,70.44,11.22,7.17,12.28,1.81,70.44,10.79
MRC,14.02,36.67,,63.33,26.92,13.11,43.33,,63.33,28.25
MRCY,21.31,25.83,10.09,84.06,26.76,16.62,26.31,11.5,84.06,26.12
MREO,5.07,30.58,,62.29,32.65,5.32,26.45,,62.29,31.36
MRK,71.48,82.88,60.41,12.2,48.03,70.83,79.82,54.52,12.2,45.36
MRNA,31.58,15.7,7.75,48.24,17.89,24.07,14.84,8.39,48.24,17.53
MRO,56.12,86.0,59.52,69.45,65.06,55.49,84.31,51.16,69.45,62.97
MRTN,3.41,47.12,25.94,32.69,19.81,31.06,42.63,13.43,32.69,21.95
MRTX,17.79,79.34,26.06,48.98,31.64,17.32,72.9,25.17,48.98,30.17
MRUS,10.94,51.07,23.24,42.01,24.78,10.51,50.79,23.08,42.01,24.62
MRVI,25.68,11.57,12.68,48.18,11.91,20.73,9.03,12.59,48.18,11.1
MSA,,,,,,,,,,
MSCI,35.39,93.09,64.19,40.54,59.68,35.39,91.66,59.0,40.54,57.49
MSEX,39.64,40.0,,30.61,29.01,39.64,37.78,,30.61,28.11
MSFT,41.22,71.13,44.34,65.88,52.98,43.41,71.99,42.99,65.88,52.72
MSGE,4.55,28.91,92.59,61.29,46.63,51.35,64.91,88.89,61.29,63.85
MSGS,5.05,60.59,70.37,32.26,44.45,4.42,54.56,70.37,32.26,42.84
MSI,48.15,82.69,81.01,35.48,63.42,50.08,82.69,78.48,35.48,63.15
MSM,,,,,,,,,,
MSTR,30.48,47.46,11.76,92.34,34.83,30.49,26.2,6.79,92.34,28.21
MTAL,,,,,,,,,,
MTCH,69.49,72.06,32.14,52.94,51.44,74.03,73.16,35.71,52.94,53.92
MTD,46.31,81.95,30.56,40.83,43.62,47.13,79.67,33.25,40.83,44.38
MTDR,82.18,92.0,65.0,25.25,62.89,82.18,92.16,59.44,25.25,61.91
MTH,,,,,,,,,,
MTN,51.86,64.48,49.06,27.12,45.33,55.94,67.73,37.87,27.12,42.95
MTOR,48.52,51.72,,52.59,51.07,50.06,55.17,,52.59,52.59
MTRN,42.5,45.83,66.77,20.97,36.04,43.37,45.83,56.06,20.97,33.75
MTRX,85.19,20.0,23.08,91.67,51.94,85.19,20.0,23.08,91.67,51.94
MTSI,15.66,56.45,70.18,72.46,53.88,16.03,57.09,57.8,72.46,49.81
MTSR,,,,,,,,,,
MTTR,0.0,4.78,74.26,77.88,32.27,0.0,4.78,70.3,77.88,31.08
MTW,,,,,,,,,,
MTX,80.3,35.35,40.08,13.64,38.88,80.54,38.38,33.33,13.64,37.97
MTZ,24.69,18.94,73.77,80.36,46.22,24.32,18.04,71.38,80.36,45.18
MU,59.13,22.44,29.82,71.01,44.06,61.46,30.72,25.74,71.01,44.77
MUR,78.27,72.0,,15.48,53.1,76.89,74.51,,15.48,53.17
MUSA,68.89,52.69,41.47,29.03,49.21,65.9,52.69,37.33,29.03,47.53
MUX,1.96,12.5,100.0,51.61,30.48,1.85,12.5,95.65,51.61,29.42
MVST,0.38,5.66,95.05,100.0,39.76,0.34,5.37,95.05,100.0,39.68
MWA,54.61,36.07,43.56,85.84,48.89,54.94,35.75,35.95,85.84,46.61
MXIM,48.26,92.17,,62.68,67.19,50.66,91.23,,62.68,67.65
MXL,0.0,36.04,2.31,11.59,0.91,0.0,38.13,4.07,11.59,1.94
MYE,,,,,,,,,,
MYGN,0.0,42.5,0.97,0.83,0.0,0.0,39.49,50.49,0.83,13.91
MYRG,31.78,44.35,49.34,64.29,41.01,36.54,44.35,45.14,64.29,40.96
NABL,40.38,73.2,49.32,11.31,37.48,42.49,65.91,49.32,11.31,36.32
NAMS,19.81,47.29,16.9,49.99,19.49,14.45,92.26,16.08,49.99,25.36
NANO,66.82,64.72,64.34,1.45,45.26,70.13,63.41,58.42,1.45,43.63
NAPA,,,,,,,,,,
NARI,0.77,57.98,92.23,94.17,61.65,0.77,59.5,92.23,94.17,61.89
NAT,79.51,66.67,75.66,28.85,56.3,78.5,66.67,71.72,28.85,54.86
NATH,58.42,92.98,42.42,97.3,63.76,60.29,93.86,39.64,97.3,63.35
NATI,32.81,41.51,53.85,44.98,46.65,34.61,44.88,52.94,44.98,47.06
NAV,,,,,,,,,,
NBIX,42.97,92.56,55.63,31.26,52.29,45.05,85.16,55.94,31.26,51.51
NBR,,,,,,,,,,
NCLH,72.5,28.96,95.28,42.37,62.12,74.09,26.3,92.45,42.37,60.94
NCMI,,,,,,,,,,
NCNO,8.96,40.6,60.18,22.35,39.26,8.27,24.81,90.5,22.35,51.38
NCR,56.15,5.92,5.88,44.98,14.69,57.1,6.81,6.33,44.98,15.2
NDAQ,39.43,60.31,33.61,83.78,50.3,40.94,48.15,35.38,83.78,48.26
NDSN,43.84,79.84,41.58,40.71,49.82,43.04,80.75,45.14,40.71,50.91
NE,,,,,,,,,,
NEE,20.89,15.56,73.17,20.41,31.62,15.78,13.33,73.17,20.41,29.37
NEM,68.56,62.5,70.65,69.35,67.09,70.96,62.5,70.65,69.35,67.79
NEO,0.0,25.28,58.25,9.17,16.43,0.0,24.51,58.25,9.17,16.31
NEOG,19.19,38.17,85.57,3.33,34.82,19.41,41.94,86.42,3.33,35.77
NEON,0.0,37.63,3.23,95.65,19.26,0.0,36.2,3.23,95.65,18.91
NEP,,,,,,,,,,
NESR,91.53,53.33,84.62,18.33,52.74,90.53,60.0,76.92,18.33,52.39
NET,0.7,60.36,90.95,95.44,73.7,0.7,56.9,89.14,95.44,72.12
NEU,65.74,95.56,74.43,88.89,78.54,67.0,94.44,72.47,88.89,78.21
NEWR,6.16,46.09,69.23,44.98,51.21,5.77,45.5,66.97,44.98,49.91
NEX,88.36,13.33,100.0,64.17,63.58,86.89,13.33,100.0,64.17,63.08
NEXT,0.0,14.97,,90.2,23.24,0.0,12.99,,90.2,22.72
NFE,47.45,29.76,,2.04,21.95,47.96,32.2,,2.04,23.15
NFG,22.06,18.0,71.43,97.08,48.05,24.01,21.57,72.09,97.08,49.58
NFLX,29.8,74.94,62.96,96.77,62.21,22.69,81.84,62.96,96.77,62.43
NGD,26.32,100.0,39.13,87.1,57.14,26.32,100.0,39.13,87.1,57.14
NGHC,,,,,,,,,,
NGL,,,,,,,,,,
NGS,8.99,90.0,,66.67,38.58,7.62,90.0,,66.67,38.01
NGVC,49.18,46.77,64.29,93.55,50.37,56.5,59.68,60.57,93.55,55.82
NGVT,36.76,36.67,20.11,68.89,31.2,36.97,37.78,19.78,68.89,31.41
NHI,25.04,76.85,,57.82,47.59,25.64,73.74,,57.82,46.71
NI,45.46,82.22,21.95,93.88,56.43,45.46,80.0,21.95,93.88,55.75
NIO,7.27,6.03,75.0,20.69,29.79,6.67,6.9,78.85,20.69,31.17
NJR,65.05,2.22,2.44,38.78,24.3,64.03,2.22,2.44,38.78,23.98
NKE,9.68,74.77,78.16,40.54,53.31,9.15,76.58,70.8,40.54,51.03
NKTR,22.76,26.45,32.75,18.21,17.61,19.63,96.45,32.52,18.21,27.69
NLSN,63.39,75.44,,33.96,59.37,63.16,74.81,,33.96,59.06
NLTX,0.0,7.89,,7.32,0.0,0.0,7.89,,7.32,0.0
NLY,85.19,20.75,3.12,52.17,32.69,86.08,21.84,8.82,52.17,35.15
NMFC,41.85,51.73,,17.39,33.02,42.71,49.56,,17.39,32.47
NMM,62.66,80.13,55.81,21.15,46.75,62.88,81.41,53.49,21.15,46.43
NMRK,,,,,,,,,,
NN,0.0,4.11,89.29,91.18,40.27,0.0,4.11,92.86,91.18,41.53
NNDM,0.0,4.53,90.2,10.71,20.27,0.0,4.53,90.2,10.71,20.27
NNN,36.7,68.77,35.39,55.1,45.04,35.77,65.35,44.94,55.1,46.81
NNOX,0.0,5.6,62.14,23.33,18.22,0.0,5.36,62.14,23.33,18.18
NOC,69.44,72.4,29.46,47.37,53.06,72.49,71.95,25.42,47.37,52.5
NOK,75.93,67.6,,67.74,68.41,76.79,69.75,,67.74,69.49
NOV,6.08,40.0,,40.0,22.53,5.63,46.67,,40.0,24.05
NOVT,15.02,63.56,69.24,17.39,38.99,18.42,61.66,69.59,17.39,39.48
NOW,17.98,84.19,78.73,50.73,66.77,17.69,82.96,76.92,50.73,65.59
NPCE,0.0,32.44,90.29,95.83,50.53,0.0,34.15,91.26,95.83,51.14
NPO,29.99,52.99,,83.19,48.68,29.99,54.48,,83.19,49.21
NPTN,5.3,12.23,,62.68,29.58,6.0,12.17,,62.68,29.78
NPWR,0.0,5.32,,0.88,0.0,0.0,5.03,,0.88,0.0
NR,14.29,16.67,62.71,60.83,26.0,9.62,16.67,17.14,60.83,16.12
NRC,64.26,47.8,9.5,21.17,15.56,64.05,48.4,9.05,21.17,15.42
NRDS,,,,,,,,,,
NRG,,,,,,,,,,
NRIX,25.89,46.54,49.3,51.2,37.56,20.29,32.9,48.95,51.2,34.91
NRP,,,,,,,,,,
NS,,,,,,,,,,
NSA,56.98,55.95,42.97,13.61,43.59,57.64,56.71,46.76,13.61,45.15
NSC,37.16,70.51,46.83,92.31,58.31,37.9,68.59,37.77,92.31,55.3
NSIT,50.82,42.69,39.77,7.25,33.6,53.58,43.64,34.6,7.25,32.99
NSP,,,,,,,,,,
NSSC,,,,,,,,,,
NTAP,71.8,90.88,55.88,15.94,59.28,72.08,94.76,45.41,15.94,57.18
NTCT,85.82,68.04,6.33,69.16,32.46,89.68,65.31,10.86,69.16,34.66
NTES,75.37,65.35,14.93,86.31,42.59,76.3,66.05,13.35,86.31,42.04
NTGR,97.73,30.29,18.27,93.55,46.71,97.36,24.91,10.53,93.55,42.95
NTLA,25.67,44.49,34.51,44.35,31.2,18.77,29.68,34.27,44.35,28.34
NTNX,16.49,71.92,65.61,73.91,60.56,31.22,74.51,64.25,73.91,62.12
NTST,17.85,38.77,94.66,63.95,49.03,23.92,51.64,93.58,63.95,53.83
NTUS,38.8,41.87,,53.33,45.15,40.13,44.8,,53.33,46.36
NUAN,6.48,47.81,,44.98,36.92,5.85,50.84,,44.98,37.95
NUE,,,,,,,,,,
NUS,99.0,23.86,10.25,20.34,23.5,99.11,22.25,9.23,20.34,22.85
NUTX,95.94,41.83,99.1,99.82,77.75,95.55,29.13,97.74,99.82,74.56
NUVB,22.01,4.96,,49.87,20.79,21.93,7.74,,49.87,21.67
NUVL,9.63,,,55.63,39.06,9.15,,,55.63,38.95
NVAX,66.46,28.1,14.08,53.82,19.56,65.91,22.58,13.99,53.82,18.64
NVDA,24.76,97.04,97.14,81.16,75.21,28.21,92.21,97.87,81.16,75.2
NVEC,60.1,92.16,34.16,60.14,47.55,58.26,93.63,67.0,60.14,58.8
NVEE,43.68,62.95,64.71,42.86,49.58,40.93,43.17,57.97,42.86,41.93
NVGS,43.66,44.74,93.33,10.53,37.01,42.69,44.74,90.0,10.53,36.07
NVR,,,,,,,,,,
NVST,54.4,43.79,22.31,78.33,43.64,58.12,40.84,9.66,78.33,39.71
NVT,48.99,57.62,72.67,16.81,49.63,50.29,75.33,80.12,16.81,56.6
NVTS,0.0,11.38,98.25,97.1,57.1,0.0,9.79,98.25,97.1,56.78
NWE,82.22,35.56,85.37,40.82,60.4,84.26,86.67,48.78,40.82,67.39
NWL,23.19,24.49,2.6,70.37,23.83,23.81,25.75,2.27,70.37,24.34
NWPX,90.94,60.31,53.36,62.5,56.42,90.98,58.47,49.48,62.5,54.81
NWS,26.52,45.16,,64.52,41.86,17.12,37.1,,64.52,35.79
NX,48.27,38.38,46.43,25.76,29.9,52.8,43.43,43.45,25.76,31.56
NXPI,60.78,73.05,62.03,56.52,61.4,61.58,69.71,53.28,56.52,57.87
NXRT,19.35,27.31,,19.73,13.94,19.69,26.12,,19.73,13.65
NXST,87.12,84.12,37.04,58.06,59.62,89.23,68.74,37.04,58.06,56.29
NYT,,,,,,,,,,
O,8.07,37.4,,74.15,31.01,8.61,34.4,,74.15,30.14
OC,94.99,72.73,39.09,27.27,57.45,95.11,69.7,64.88,27.27,63.0
OCGN,8.54,24.94,57.75,42.7,35.55,6.98,12.26,57.34,42.7,33.33
OCUL,12.98,65.29,41.55,47.49,34.33,16.55,49.03,41.26,47.49,32.02
ODFL,15.9,80.77,57.14,48.08,49.32,16.49,82.05,53.64,48.08,48.74
ODP,65.17,36.11,10.83,6.58,15.8,47.94,33.72,20.57,6.58,15.2
OFC,30.73,58.76,,34.69,37.75,31.18,53.99,,34.69,36.19
OFIX,8.97,40.53,86.41,25.83,34.96,9.67,39.75,87.38,25.83,35.34
OFLX,80.41,94.0,9.9,6.19,38.0,80.41,94.9,10.89,6.19,38.52
OGE,11.22,41.93,,75.51,33.74,10.2,43.85,,75.51,34.1
OGN,98.62,69.6,16.26,5.83,37.25,96.32,67.55,19.94,5.83,37.63
OGS,55.21,24.44,,65.31,42.31,53.17,22.22,,65.31,40.57
OHI,25.17,74.24,39.43,82.99,48.47,33.37,69.49,41.15,82.99,50.27
OI,,,,,,,,,,
OII,22.22,26.67,29.1,31.67,19.86,41.88,33.33,46.74,31.67,31.18
OIS,81.48,30.0,53.34,88.33,57.38,88.53,30.0,38.13,88.33,57.03
OKTA,30.31,74.0,71.04,63.69,63.68,30.04,56.77,90.95,63.69,70.32
OLED,41.32,84.82,,50.72,54.95,43.5,84.84,,50.72,55.63
OLLI,5.1,84.95,25.0,58.06,41.71,5.06,83.87,20.69,58.06,40.57
OLMA,19.72,,,49.78,32.49,19.99,,,49.78,32.55
OLN,56.23,70.0,19.23,11.11,34.18,56.41,67.78,26.17,11.11,35.43
OLO,15.55,25.26,81.45,91.97,55.99,9.88,22.57,80.54,91.97,54.35
OLP,37.8,75.32,31.8,75.51,40.63,39.11,70.23,27.49,75.51,38.41
OLPX,39.29,61.86,6.39,25.0,18.82,43.82,63.46,8.99,25.0,20.96
OM,0.0,8.45,16.5,1.67,0.0,0.0,9.59,15.53,1.67,0.0
OMC,,,,,,,,,,
OMCL,61.72,36.82,3.62,34.67,13.04,66.92,38.06,4.07,34.67,14.12
OMI,,,,,,,,,,
OMP,87.5,78.95,,28.29,66.01,87.5,78.95,,28.29,66.01
ON,58.7,68.45,61.05,34.06,53.65,60.43,57.94,60.6,34.06,51.75
ONEM,0.0,10.29,100.0,46.77,47.94,0.0,11.95,100.0,46.77,48.21
OOMA,26.92,39.48,79.91,68.57,44.17,21.95,38.1,78.73,68.57,42.21
OPCH,37.32,59.6,82.48,83.87,64.74,46.25,64.66,72.92,83.87,64.42
OPEN,,,,,,,,,,
OPK,1.53,18.24,1.94,69.17,11.44,0.0,17.18,1.28,69.17,10.67
ORA,,,,,,,,,,
ORBC,,,,,,,,,,
ORC,11.22,,,45.58,17.92,11.33,,,45.58,18.0
ORCL,25.55,61.95,43.44,84.49,49.03,34.11,58.03,45.93,84.49,50.54
ORGO,28.18,33.88,32.75,64.21,30.02,28.08,28.39,32.52,64.21,29.07
ORIC,12.81,49.53,,43.57,30.45,12.53,49.16,,43.57,30.28
ORLY,18.93,88.36,65.04,78.95,63.25,18.86,89.62,61.88,78.95,62.4
ORN,57.15,14.42,33.63,51.79,28.39,56.36,15.32,32.54,51.79,28.09
ORTX,16.99,27.27,90.85,48.98,55.84,16.59,21.94,89.51,48.98,54.3
OSG,73.72,42.11,83.33,28.29,47.22,73.85,97.37,100.0,28.29,61.9
OSH,0.0,6.78,91.67,46.77,44.51,0.0,8.45,91.67,46.77,44.78
OSIS,36.79,57.43,74.06,82.61,58.93,39.36,57.43,69.49,82.61,58.21
OSK,12.35,56.53,3.12,42.11,24.1,12.17,55.63,3.12,42.11,23.83
OSPN,91.85,34.81,24.89,49.09,29.2,91.4,34.65,23.98,49.09,28.66
OSTK,82.5,30.67,,48.03,44.65,85.89,31.33,,48.03,45.9
OSW,25.18,43.7,84.75,72.88,54.6,28.16,47.17,84.91,72.88,55.94
OTEX,90.69,62.31,87.78,45.99,72.17,90.4,65.63,86.43,45.99,72.09
OTIS,39.24,92.86,23.73,46.43,48.47,38.99,90.18,22.32,46.43,47.32
OTLY,,,,,,,,,,
OTTR,73.43,77.78,14.63,8.16,45.92,77.51,75.56,17.07,8.16,47.12
OUST,0.0,20.96,98.39,79.71,43.11,0.0,28.58,98.39,79.71,45.0
OUT,74.07,55.44,54.14,87.76,59.36,74.65,55.08,56.62,87.76,60.2
OVV,78.25,40.0,61.9,57.03,59.42,77.81,45.1,62.79,57.03,60.5
OWL,44.25,22.13,96.88,60.87,58.46,35.7,22.18,94.12,60.87,55.72
OXM,90.32,79.28,86.77,13.51,61.44,24.32,88.29,97.1,13.51,53.43
OXY,61.32,64.0,,21.29,48.07,60.63,70.59,,21.29,49.47
PAA,50.64,18.42,24.07,65.79,40.78,53.16,21.05,56.39,65.79,48.07
PAAS,,,,,,,,,,
PACB,0.0,8.98,44.66,35.0,15.68,0.0,10.72,44.66,35.0,15.96
PACK,,,,,,,,,,
PAG,57.36,54.31,84.62,74.14,67.73,40.61,52.59,50.96,74.14,52.38
PAGP,96.51,15.79,24.07,61.84,54.5,91.03,18.42,59.17,61.84,59.56
PAHC,53.43,44.49,23.19,97.56,42.74,47.02,45.22,29.07,97.56,43.33
PANL,20.75,44.87,35.73,13.46,19.81,22.73,50.64,33.95,13.46,21.21
PANW,26.87,81.54,74.21,66.61,67.7,21.52,80.12,71.49,66.61,65.43
PAR,0.0,14.86,,61.68,22.52,0.0,15.89,,61.68,22.92
PARA,100.0,55.42,,54.84,66.21,98.08,59.22,,54.84,67.04
PARR,,,,,,,,,,
PATH,31.72,84.27,63.35,45.07,56.96,21.38,53.23,72.85,45.07,54.5
PATK,38.71,40.54,35.12,89.19,46.16,36.7,28.83,29.33,89.19,41.42
PAY,39.76,22.18,92.31,59.49,58.34,39.66,21.39,91.4,59.49,57.72
PAYA,24.95,28.19,67.42,44.98,50.65,34.2,31.15,65.16,44.98,51.18
PAYC,54.33,76.78,66.97,82.3,67.64,53.68,74.01,64.71,82.3,65.89
PAYO,77.99,66.05,82.81,35.77,62.67,77.95,70.7,82.35,35.77,63.33
PAYS,8.89,32.64,95.81,100.0,48.87,9.26,33.92,94.89,100.0,49.01
PAYX,29.16,81.81,56.34,88.68,61.44,30.64,83.17,55.54,88.68,61.92
PBF,,,,,,,,,,
PBH,,,,,,,,,,
PBI,61.37,26.37,18.62,93.81,38.73,61.2,24.81,21.16,93.81,39.06
PBPB,31.23,39.47,55.71,89.19,45.99,33.82,44.3,11.43,89.19,32.2
PCAR,,,,,,,,,,
PCG,71.75,54.44,68.29,6.12,55.86,70.73,54.44,68.29,6.12,55.55
PCH,,,,,,,,,,
PCOR,8.4,65.25,84.16,42.88,60.62,5.2,54.77,83.26,42.88,57.76
PCRX,62.47,64.95,44.99,76.67,50.43,63.06,65.09,27.75,76.67,44.65
PCT,0.0,9.73,,97.35,20.95,0.0,8.85,,97.35,20.64
PCTY,51.73,64.67,87.33,53.65,70.32,51.82,63.38,85.97,53.65,69.4
PCVX,18.05,66.14,,51.17,44.82,18.17,66.74,,51.17,45.04
PD,43.07,76.71,50.68,17.7,43.09,28.69,59.84,80.09,17.7,52.92
PDCO,,,,,,,,,,
PDFS,17.44,54.98,89.59,9.12,49.5,8.82,44.06,38.46,9.12,20.63
PDM,42.41,30.78,12.58,52.38,22.04,42.74,34.88,11.85,52.38,22.97
PEB,65.26,34.07,62.59,6.12,42.98,71.88,29.32,69.27,6.12,45.82
PEG,25.74,66.67,48.78,28.57,43.41,26.25,64.44,51.22,28.57,43.5
PEGA,58.86,59.76,29.41,81.39,44.74,55.51,65.71,28.96,81.39,45.27
PEN,21.79,51.71,85.98,89.17,63.17,18.85,51.87,84.2,89.17,61.86
PENN,31.82,27.71,33.33,12.9,23.5,17.31,22.46,33.33,12.9,19.21
PERI,26.26,28.84,,75.55,35.59,26.25,30.67,,75.55,36.3
PETQ,,,,,,,,,,
PFE,74.54,68.23,22.51,34.15,41.86,73.81,66.1,19.57,34.15,40.33
PFGC,46.39,19.35,71.43,80.65,48.05,45.97,18.28,72.41,80.65,47.78
PFHC,69.84,56.67,23.41,78.33,50.9,67.74,63.33,14.46,78.33,49.95
PFPT,,,,,,,,,,
PG,37.28,90.65,44.27,66.67,57.4,38.11,90.03,44.03,66.67,57.42
PGEN,9.23,3.31,6.34,31.98,2.18,7.44,10.32,6.99,31.98,3.44
PGNY,68.36,44.83,83.87,24.17,51.93,60.26,46.48,85.04,24.17,50.63
PGRE,49.38,40.81,15.03,95.24,36.41,54.05,49.6,17.14,95.24,40.71
PGTI,64.52,59.6,85.71,51.52,61.24,53.92,58.59,92.86,51.52,59.63
PGY,56.27,12.61,68.78,89.23,50.75,59.35,17.71,72.4,89.23,53.92
PH,40.98,69.68,72.47,81.42,64.56,40.73,71.47,72.31,81.42,64.9
PHAT,12.6,48.76,,56.79,36.94,12.47,47.1,,56.79,36.38
PHIN,37.51,48.28,,70.69,47.95,38.33,50.86,,70.69,49.0
PHM,,,,,,,,,,
PHR,9.52,51.26,77.38,58.58,51.2,9.0,48.3,87.33,58.58,55.58
PI,2.88,34.36,87.1,10.14,31.13,2.81,35.79,90.32,10.14,32.44
PII,33.95,66.38,15.3,3.45,22.59,16.79,71.55,11.49,3.45,18.83
PINS,62.73,50.37,78.57,20.59,55.35,46.99,51.35,82.14,20.59,53.59
PIPR,56.51,50.19,14.45,45.95,34.2,53.44,46.22,16.25,45.95,33.23
PJT,72.02,69.65,48.71,78.38,61.16,58.24,79.73,49.5,78.38,61.05
PK,61.6,16.41,,8.16,30.8,61.74,15.53,,8.16,30.53
PKG,,,,,,,,,,
PKI,40.65,53.9,8.79,53.33,34.99,41.14,56.88,9.88,53.33,35.96
PL,0.0,5.46,87.5,97.37,39.8,0.0,5.46,87.5,97.37,39.8
PLAB,93.97,52.23,64.91,24.64,48.9,94.71,56.51,70.06,24.64,51.68
PLAN,0.0,38.16,,44.98,31.61,0.0,38.74,,44.98,31.84
PLAY,85.12,52.19,57.02,10.81,44.08,47.06,64.91,87.14,10.81,49.29
PLD,21.4,48.89,77.65,24.49,45.2,20.29,57.69,75.14,24.49,46.34
PLNT,,,,,,,,,,
PLOW,46.32,61.21,26.32,87.93,43.38,55.09,68.1,58.2,87.93,57.52
PLPC,70.41,58.43,49.04,73.91,56.02,69.67,59.85,48.14,73.91,55.92
PLSE,6.77,0.83,,61.4,22.86,6.26,1.29,,61.4,22.93
PLTK,91.0,64.63,,7.48,39.67,90.99,67.29,,7.48,40.7
PLTR,6.3,87.53,77.83,98.54,74.63,5.05,91.5,76.02,98.54,74.34
PLUG,0.0,3.6,55.61,1.79,11.45,0.0,3.6,53.84,1.79,10.92
PLUS,,,,,,,,,,
PLXS,64.47,37.92,61.29,69.57,53.26,65.47,38.87,47.61,69.57,49.65
PLYA,45.45,61.02,55.89,93.22,57.24,48.26,54.71,61.23,93.22,58.39
PLYM,55.41,49.87,48.62,10.2,39.6,56.09,48.25,53.34,10.2,40.84
PM,,,,,,,,,,
PNM,,,,,,,,,,
PNNT,53.29,51.33,71.88,25.0,44.27,54.16,50.25,73.53,25.0,44.77
PNR,42.56,73.21,42.09,84.07,56.73,42.47,74.11,44.01,84.07,57.51
